timestamp,jaccard_coefficient
20200624,0.01957900864309655
20200629,0.019474998483665296
20200630,0.01948747514713076
20200701,0.019441810415019488
20200702,0.019403961210305496
20200705,0.019326154530678024
20200706,0.019314778207420037
20200708,0.01925467509917376
20200713,0.019166153217659982
20200714,0.01914983926332885
20200715,0.0191673706801193
20200716,0.019202368117311294
20200719,0.019224763145350057
20200720,0.019213277903862087
20200722,0.019219477789566012
20200727,0.019257169146367513
20200728,0.0192752098723208
20200729,0.019229976384545558
20200730,0.019267563400046393
20200802,0.01930822326176278
20200803,0.019344037849366582
20200805,0.01935882590591109
20200810,0.01934511743450699
20200811,0.01952659613500206
20200812,0.019592920553110175
20200813,0.01959952903312743
20200816,0.01964423859469686
20200817,0.01970016458315798
20200819,0.019779271276294388
20200824,0.020225042917384282
20200825,0.02016455664669821
20200826,0.020180532600186336
20200827,0.020133698989714954
20200830,0.01967899928168288
20200831,0.019618065343973853
20200902,0.019326821480992067
20200907,0.019244998034979695
20200908,0.0193021534361319
20200909,0.01922046431019757
20200910,0.019177506634880014
20200913,0.018993670096401783
20200914,0.019042487169245857
20200916,0.018960156776641163
20200921,0.018865845980188978
20200922,0.019156602526823937
20200923,0.019146096074842904
20200924,0.0188999001768269
20200927,0.01890749185146387
20200928,0.01907658868673443
20200930,0.019044095241556404
20201005,0.020769868473234844
20201006,0.02227244910183923
20201007,0.02239502473535328
20201008,0.022310964951735276
20201011,0.022496114893829487
20201012,0.022501378881700607
20201014,0.02239381964371983
20201019,0.02267858162268998
20201020,0.02275869704245013
20201021,0.02276033514232476
20201022,0.02260817235530402
20201025,0.022391442794511333
20201026,0.022409152599056514
20201102,0.01939741760343306
20201103,0.019080187313095423
20201104,0.01905688093261972
20201105,0.018901166369157393
20201108,0.018982149350126962
20201109,0.018937116208000412
20201117,0.01912816391678932
20201118,0.019056750422780877
20201119,0.019155875351739314
20201122,0.019389268858984954
20201123,0.019442082640084787
20201201,0.019574260126366098
20201202,0.019513932385294513
20201203,0.019503976686293903
20201206,0.019562109622183584
20201207,0.019602599134890614
20201215,0.019756912704676655
20201216,0.0198236125536733
20201220,0.01999784401615072
20201221,0.020134618080887345
20201229,0.02024677014651167
20201230,0.02000338983611551
20210103,0.019969522782634905
20210104,0.019959353005122284
20210112,0.019743781734505486
20210113,0.019739606978545043
20210117,0.01968972522033336
20210126,0.01950681744324395
20210127,0.019475048405278503
20210131,0.01953748309668849
20210209,0.01924959293239501
20210210,0.01921950580005661
20210214,0.01905595871523142
20210223,0.01893039654865284
20210224,0.01892702738842145
20210228,0.01896409220880614
20210309,0.01911377221896869
20210310,0.018950042573034252
20210314,0.018828627922750904
20210323,0.0180497017118533
20210324,0.018111464873647672
20210328,0.01771897211094327
20210406,0.017693004180777412
20210407,0.01768991488130405
20210411,0.017897699835181406
20210420,0.0179936310796068
20210421,0.017963510262774273
20210425,0.01800380520872825
20210504,0.01773677099903862
20210505,0.01776515266962958
20210509,0.017594680949373172
20210518,0.01724270166338826
20210519,0.01730031761184029
20210523,0.01738447083058668
20210601,0.01727115460734317
20210602,0.017258738106944685
20210606,0.017167135319411355
20210615,0.0171314654561819
20210616,0.017023263405572336
20210620,0.016860259192720887
20210629,0.016651786805458858
20210630,0.016807731380729635
20210704,0.016679407218911615
20210713,0.016346051453866316
20210714,0.01632674352560076
20210718,0.01616352838775273
20210727,0.015802177562426082
20210728,0.01609550993286413
20210801,0.01615237885256644
20210810,0.015816616403081973
20210811,0.01581249073574125
20210815,0.0155813003471498
20210824,0.0156614189834415
20210825,0.015664094501875593
20210829,0.01575265851740566
20210907,0.01554483829978413
20210908,0.015519113298182046
20210912,0.01691248982670617
20210921,0.0166564824392727
20210926,0.014982102546831084
20211010,0.014829371447868096
20220222,0.013919374126258396
20220227,0.01397940967282337
20220308,0.014030101958855746
20220313,0.013953781844360243
20220322,0.014013054593007113
20220327,0.014031198747666595
20220405,0.01407011858441818
20220410,0.013793062347713561
20220419,0.01363895227342508
20220424,0.013543146419277044
20220503,0.01342422864663058
20220508,0.012934573508426552
20220517,0.012940041263441221
20220522,0.013049617530336106
20220531,0.013217245425886235
20220605,0.013312595479949235
20230604,0.015504487526732351
20230618,0.015692950763183847
20230702,0.014151614903279198
20230716,0.01568925619289881
