timestamp,mean_betweenness_centrality
20191028,0.0004056314175401935
20191030,0.0004065428822239636
20191104,0.0004057168168623111
20191105,0.0004091041754080284
20191106,0.0004090929113417001
20191107,0.0004082589549812804
20191110,0.00040811311070639385
20191111,0.0004085045109798167
20191113,0.000410821856710565
20191118,0.00044371036444254466
20200127,0.000496032718984295
20200128,0.0004962005871292791
20200129,0.0004954744602105381
20200130,0.0004961741788806855
20200202,0.0004147226461653478
20200203,0.00039786695622656383
20200205,0.00039501493229702794
20200210,0.0003946280654922728
20200211,0.0003945234988002129
20200212,0.000392093952537665
20200213,0.0003906268024111368
20200216,0.0003879904194351989
20200217,0.000385694472800781
20200219,0.000385250138322005
20200224,0.00038581922531304223
20200225,0.0003852166352025908
20200226,0.00038477199997596776
20200227,0.000384722592395377
20200301,0.00038587778501932176
20200302,0.00038480422282384443
20200304,0.0003859328452428552
20200309,0.0003851984366025193
20200310,0.000385584794133458
20200311,0.0003864132949117348
20200312,0.00038740656649172633
20200315,0.00039051620996679177
20200316,0.0003889967953281888
20200318,0.0003875795106501683
20200323,0.0004120930742088282
20200324,0.000411453875737795
20200325,0.000410833119126072
20200326,0.00038840399895776395
20200329,0.00038409479483805017
20200330,0.00038219237872986415
20200401,0.0003825067247191311
20200406,0.0003834901699500044
20200407,0.00038312744004879616
20200408,0.0003829691924485601
20200409,0.0003827856528683692
20200412,0.00037976770703180017
20200413,0.00037929429285467526
20200415,0.00038083693328528733
20200420,0.00037922601598979714
20200421,0.00037712565582742906
20200422,0.00037501386599736306
20200423,0.00037514168830747314
20200426,0.00037636141893828947
20200427,0.0003743063202271401
20200429,0.00037407559677453194
20200504,0.00037402536426226206
20200505,0.00037403248922902925
20200506,0.00037740857978316877
20200507,0.00037506273883968063
20200510,0.0003694183677515148
20200511,0.0003706346316795613
20200513,0.0003762983382373263
20200518,0.0003768250092431636
20200519,0.00037667751051216776
20200520,0.00037618961140744743
20200521,0.00037437855455864724
20200524,0.00037771785798348213
20200525,0.0003783594927315815
20200527,0.00037852266236567924
20200601,0.0003846145514572215
20200602,0.0003848517813731718
20200603,0.00038390509111311134
20200604,0.0004323628740089228
20200610,0.0003982543678182506
20200615,0.00036622563730196643
20200616,0.00036477918816648454
20200617,0.0003642470534395693
20200618,0.0003635610926103795
20200621,0.0003605289901225769
20200622,0.00035926937569956586
20200624,0.0003617006056633363
20200629,0.0003578650695663396
20200630,0.0003595759891206909
20200701,0.0003588689039057932
20200702,0.0003582696362723952
20200705,0.00035556861048962327
20200706,0.0003555612619317773
20200708,0.0003550300362709026
20200713,0.00035361852343605935
20200714,0.00035411553882354617
20200715,0.00035463833043594776
20200716,0.0003543710473866666
20200719,0.0003545861751655364
20200720,0.00035430742818778953
20200722,0.0003544139357487887
20200727,0.00035479325034057347
20200728,0.0003543165608843284
20200729,0.00035450597948837145
20200730,0.00035399721077221743
20200802,0.0003532026411566145
20200803,0.0003527650843723648
20200805,0.000353585599885551
20200810,0.00035083864742216245
20200811,0.0003547517574854639
20200812,0.0003550642061177794
20200813,0.00035525936882193184
20200816,0.00035481932433610504
20200817,0.0003553609820420847
20200819,0.00035565457125813916
20200824,0.0003528308179420911
20200825,0.0003502053298056685
20200826,0.0003516308418074201
20200827,0.00035168593938887893
20200830,0.0003514544681936984
20200831,0.0003509816936183121
20200902,0.00035233678551456124
20200907,0.00035077049206980014
20200908,0.0003532662550093109
20200909,0.0003518642108788347
20200910,0.00035112591298904204
20200913,0.00035133115588077435
20200914,0.00035224120877168493
20200916,0.00035174835157233356
20200921,0.0003510324764903657
20200922,0.00035536133821213435
20200923,0.0003562443328756013
20200924,0.00035377720350371344
20200927,0.0003517258253422401
20200928,0.0003521924681855413
20200930,0.0003527282813968305
20201005,0.00034245946760406683
20201006,0.0003376990251349085
20201007,0.0003384634675192132
20201008,0.0003387242725078697
20201011,0.0003379204130289279
20201012,0.00033701030141488215
20201014,0.0003355600225457409
20201019,0.000332368626320433
20201020,0.0003322554188198844
20201021,0.00033202366541548115
20201022,0.0003327192580384051
20201025,0.00033455791115976757
20201026,0.00033429090139680117
20201102,0.0003561753630005086
20201103,0.0003586349356837998
20201104,0.000356919481761037
20201105,0.00036221509227730693
20201108,0.0003602112944872971
20201109,0.00035909201632889655
20201117,0.00034918392415875433
20201118,0.00034872863686738806
20201119,0.000348450039073809
20201122,0.00034567820882480086
20201123,0.00034362283182298384
20201201,0.00034221691869364357
20201202,0.00034236732542481334
20201203,0.00034248107243142127
20201206,0.0003421727591809136
20201207,0.0003412212082060888
20201215,0.00034025018902314404
20201216,0.00034036775278568367
20201220,0.0003408695761931051
20201221,0.0003401077216575946
20201229,0.0003299445693555737
20201230,0.00033548743828320615
20210103,0.000328495919213878
20210104,0.0003279984289616278
20210112,0.0003254017289284013
20210113,0.0003250636665341658
20210117,0.0003241233202426848
20210126,0.00031654152900710265
20210127,0.0003155902144667231
20210131,0.0003132933012247884
20210209,0.00030559561873067404
20210210,0.0003056614277579971
20210214,0.00030427649521792713
20210223,0.00029518117948331996
20210224,0.0002947788256981195
20210228,0.00029055299801103045
20210309,0.0002858615945661596
20210310,0.0002855272289421727
20210314,0.00028584342583414055
20210323,0.00027711248764905903
20210324,0.0002757472834797335
20210328,0.00026795972843250855
20210406,0.0002596073942984304
20210407,0.00025931488094862505
20210411,0.0002560466807073865
20210420,0.00025543421786387936
20210421,0.00025542411022208046
20210425,0.00025459586921726385
20210504,0.0002490055140669098
20210505,0.0002479588576576579
20210509,0.00024376202139442282
20210518,0.00023880207446951544
20210519,0.00023915861674897335
20210523,0.0002389875672911408
20210601,0.00023294855193244232
20210602,0.00023242216517987114
20210606,0.00022934275460870427
20210615,0.00022316701425322187
20210616,0.00022314355171462044
20210620,0.00021977124918301795
20210629,0.00021506125706421053
20210630,0.00021344338707721615
20210704,0.00021166877596520822
20210713,0.0002032027293920429
20210714,0.00020250554383476348
20210718,0.00019855855377115837
20210727,0.0001948582550119919
20210728,0.0001927948706018265
20210801,0.00018959632792939923
20210810,0.00018372236888674655
20210811,0.00018278143665957782
20210815,0.00018085943539659113
20210824,0.00017524442322998723
20210825,0.00017479554593589433
20210829,0.00017230341522706116
20210907,0.00016745030242702058
20210908,0.00016831345019248443
20210912,0.00016185811634268884
20210921,0.00015910521736445
20210926,0.00016591468570824894
20211010,0.00016597929141969628
20220222,0.00013513831863515004
20220227,0.00012986875793686344
20220308,0.00012881914793382119
20220313,0.0001288260377369688
20220322,0.00012789901467883934
20220327,0.00012780547667504285
20220405,0.00012947017018892772
20220410,0.00013182214191390063
20220419,0.00013167202278843682
20220424,0.00013082801953831502
20220503,0.00014456472252814785
20220508,0.00014610325046824033
20220517,0.00014604654345431084
20220522,0.00014527130077200904
20220531,0.00014434897003915513
20220605,0.00014530941420399094
20230604,0.00016161937591541468
20230618,0.00015925829221456
20230702,0.00018372979099191958
20230716,0.00016003093890392368
