timestamp,communicability_betweenness_centrality
20200407,0.01321909425615647
20200408,0.01321598458453652
20200409,0.013246397522902896
20200412,0.01326260184733632
20200413,0.013266861737246321
20200415,0.013278467517258238
20200420,0.013206038799656828
20200421,0.013052261700297834
20200422,0.01301666327189784
20200423,0.013016540073281596
20200426,0.01285852010485459
20200427,0.012796110635720346
20200429,0.012779935868480169
20200504,0.01263361122125007
20200505,0.012644158614278807
20200506,0.012636367594599527
20200507,0.012613592156963527
20200510,0.012488652345257732
20200511,0.012436068861073691
20200513,0.01241955791594958
20200518,0.012370477261696097
20200519,0.012371874867529262
20200520,0.012361546066102588
20200521,0.012290564042848765
20200524,0.012114213404019318
20200525,0.012103488029082883
20200527,0.012087087356692259
20200601,0.012132028397917117
20200602,0.012118343634314124
20200603,0.012096245897338096
20200604,0.01235701259072775
20200610,0.012208778721615394
20200615,0.011827139098810745
20200616,0.011800858113828028
20200617,0.01179653919855129
20200618,0.011785206834725784
20200621,0.011825225237304565
20200622,0.011804647199449498
20200624,0.011886170309818249
20200629,0.011795677271181759
20200630,0.011815562191872544
20200701,0.011854939025176382
20200702,0.011858247172172204
20200705,0.011818894518500007
20200706,0.011803012139391646
20200708,0.011789990176577966
20200713,0.011775322793659504
20200714,0.01178421107349887
20200715,0.011781121231820686
20200716,0.01177734567451239
20200719,0.011742300100335487
20200720,0.011745122094951549
20200722,0.011750019528326206
20200727,0.011702971987323174
20200728,0.011697287852524173
20200729,0.011695862944716291
20200730,0.011701274841639759
20200802,0.011661543259657183
20200803,0.011670923687781939
20200805,0.011641433049477658
20200810,0.01162491329226283
20200811,0.011750030001315394
20200812,0.011770985521557187
20200813,0.011765111978702133
20200816,0.011758397919605458
20200817,0.011738778867065631
20200819,0.011782625745782352
20200824,0.011777692087560144
20200825,0.011730842038041315
20200826,0.011733354684848953
20200827,0.01170624301519026
20200830,0.011635725045981054
20200831,0.01163554968663276
20200902,0.011593736471080886
20200907,0.01155721935652845
20200908,0.011615324584915319
20200909,0.011617858488029317
20200910,0.01162477765154843
20200913,0.011598589137680476
20200914,0.011618627141791012
20200916,0.011573546651226629
20200921,0.011380624873458688
20200922,0.01139415826202102
20200923,0.011395925287308388
20200924,0.011317433055363632
20200927,0.011299477710126876
20200928,0.0113329612448012
20200930,0.01134370763318476
20201005,0.011329904309530557
20201006,0.011402456325312501
20201007,0.011458404296830003
20201008,0.01145389595428128
20201011,0.011446774103269662
20201012,0.01141775777104997
20201014,0.011360388512452758
20201019,0.01129251793604555
20201020,0.011279872922662547
20201021,0.011246531548853618
20201022,0.011233721326256696
20201025,0.011030859587707801
20201026,0.011023016694675475
20201102,0.011007701855661819
20201103,0.011002882589192199
20201104,0.010950500201062504
20201105,0.010982413739235477
20201108,0.010926761030554101
20201109,0.01085707758263087
20201117,0.010738278695365639
20201118,0.010729223248229877
20201119,0.010705385186593978
20201122,0.010649207676829545
20201123,0.01064048830640985
20201201,0.010369933106493557
20201202,0.010353699549576939
20201203,0.010345943114347436
20201206,0.01029438645573241
20201207,0.01027067126438388
20201215,0.010291869854337402
20201216,0.010316037142405456
20201220,0.010282331181628981
20201221,0.010284970015970406
20201229,0.010184989690334026
20201230,0.01001456791737422
20210103,0.009874735624746219
20210104,0.009843564084651058
20210112,0.00968728861303789
